mtc_quality,1,99,99,0
mtc_nsegments,2,97,98,0
mtc_charge,1,96,96,0
mtc_procflags,4,92,95,0
mtc_pt,8,84,91,1
mtc_ptthresh,4,80,83,0
SLC_ENDCAP,80,0,79,0
