charge,1,52,52,0
phimod,8,44,51,0
vec_mdtid,6,38,43,0
vec_mdtid,6,32,37,0
vec_mdtid,6,26,31,0
vec_mdtid,6,20,25,0
SLC_MUID,20,0,19,0
